Ticket_ID,Department,Issue_Type,Priority,Created_Date,Assigned_Team,Resolution_Time_Hours,SLA_Hours,Status,Workflow_Type
1680,Engineering,Integration Error,Critical,2025-01-12,DataOps,46,24,Closed,Reporting
1681,Compliance,Reporting Failure,High,2025-04-16,Process Team,21,8,Open,User Access
1682,Finance,Reporting Failure,High,2025-03-28,Analytics Team,14,8,Closed,Automation
1683,Operations,Integration Error,High,2025-04-11,DevOps,17,12,Open,System
1684,Operations,Workflow Delay,Medium,2025-02-13,IT Support,18,48,Closed,User Access
1685,Operations,Permission Issue,Low,2025-01-04,Process Team,21,12,Open,User Access
1686,Finance,Data Error,Critical,2025-04-02,IT Support,12,12,Closed,Reporting
1687,HR,Workflow Delay,Critical,2025-02-16,Process Team,1,24,Open,Process
1688,Compliance,Workflow Delay,Critical,2025-02-16,DevOps,6,8,Closed,System
1689,Engineering,Permission Issue,High,2025-04-19,DevOps,9,8,Closed,Automation
1690,HR,Access Issue,Medium,2025-01-24,Analytics Team,48,24,Closed,System
1691,Customer Support,Workflow Delay,High,2025-02-17,Process Team,28,24,Closed,User Access
1692,Finance,Data Error,Medium,2025-03-23,Analytics Team,67,24,Closed,System
1693,Sales,Integration Error,High,2025-03-08,Analytics Team,12,48,Closed,Process
1694,Customer Support,Workflow Delay,Low,2025-04-20,IT Support,4,8,Closed,Automation
1695,Sales,Workflow Delay,Medium,2025-03-03,DataOps,16,8,Closed,Automation
1696,Marketing,Integration Error,Medium,2025-01-25,IT Support,35,12,Open,System
1697,Operations,Permission Issue,Low,2025-02-04,DataOps,18,48,Open,System
1698,HR,System Bug,Critical,2025-04-16,DataOps,44,12,Closed,Reporting
1699,Sales,Reporting Failure,Medium,2025-01-20,Process Team,21,12,Open,User Access
1700,Marketing,Access Issue,Low,2025-02-18,Analytics Team,38,24,Closed,Process
1701,Finance,Workflow Delay,Medium,2025-04-10,DataOps,18,8,Closed,Process
1702,Operations,Permission Issue,High,2025-04-15,DataOps,38,36,Closed,System
1703,Compliance,System Bug,Medium,2025-02-18,DataOps,15,12,Closed,System
1704,Finance,Reporting Failure,Critical,2025-03-15,DataOps,40,24,Closed,System
1705,Engineering,Data Error,Medium,2025-01-10,Analytics Team,41,8,Closed,User Access
1706,Sales,Data Error,High,2025-01-02,IT Support,35,48,Open,Reporting
1707,Compliance,Access Issue,Critical,2025-01-12,IT Support,33,24,Closed,User Access
1708,Finance,Access Issue,High,2025-03-07,Process Team,40,12,Closed,Process
1709,Finance,Integration Error,Medium,2025-02-15,Process Team,2,24,Open,Process
1710,Customer Support,Integration Error,High,2025-04-23,IT Support,18,48,Closed,System
1711,HR,Reporting Failure,Medium,2025-04-10,DataOps,71,8,Closed,Reporting
1712,Operations,Data Error,High,2025-04-14,IT Support,58,12,Closed,Process
1713,Compliance,Access Issue,Medium,2025-03-08,Analytics Team,32,36,Closed,Automation
1714,HR,Integration Error,Low,2025-02-25,IT Support,20,24,Open,User Access
1715,Marketing,Permission Issue,High,2025-01-20,Process Team,22,12,Open,User Access
1716,Marketing,Permission Issue,Critical,2025-03-11,Analytics Team,40,36,Closed,Automation
1717,Compliance,Reporting Failure,High,2025-02-12,Analytics Team,7,12,Closed,Automation
1718,Customer Support,Access Issue,High,2025-03-17,IT Support,20,12,Closed,User Access
1719,Engineering,Access Issue,Critical,2025-01-09,DataOps,41,36,Closed,System
1720,Sales,Access Issue,Low,2025-01-17,DevOps,58,12,Closed,Process
1721,Marketing,Data Error,Low,2025-01-31,DataOps,42,36,Closed,System
1722,Sales,Data Error,High,2025-03-10,Process Team,33,36,Closed,Reporting
1723,Operations,Workflow Delay,Low,2025-04-27,Analytics Team,37,8,Closed,Reporting
1724,Sales,Access Issue,High,2025-01-12,DevOps,6,48,Closed,Process
1725,Operations,Permission Issue,Critical,2025-01-06,DevOps,38,48,Closed,Automation
1726,Engineering,Workflow Delay,Critical,2025-02-02,Process Team,4,36,Closed,System
1727,Compliance,Workflow Delay,Critical,2025-03-29,Analytics Team,18,48,Closed,Reporting
1728,Customer Support,Permission Issue,Medium,2025-03-31,Analytics Team,48,8,Closed,User Access
1729,Marketing,Integration Error,Low,2025-04-15,DataOps,31,48,Open,System
1730,Customer Support,System Bug,Critical,2025-03-02,IT Support,26,48,Closed,User Access
1731,Customer Support,Access Issue,High,2025-04-06,Process Team,35,36,Closed,System
1732,HR,Reporting Failure,High,2025-01-17,Process Team,18,24,Closed,Automation
1733,Marketing,System Bug,Critical,2025-04-01,IT Support,51,48,Closed,Automation
1734,HR,Workflow Delay,High,2025-03-13,IT Support,65,48,Closed,Automation
1735,Finance,Data Error,Medium,2025-04-21,Analytics Team,68,36,Closed,Reporting
1736,Engineering,Workflow Delay,Critical,2025-04-05,Analytics Team,9,12,Closed,Process
1737,Sales,Workflow Delay,Low,2025-01-29,DevOps,48,36,Closed,Automation
1738,Engineering,Integration Error,Low,2025-01-20,Analytics Team,66,24,Closed,Reporting
1739,Sales,Integration Error,Low,2025-03-21,Analytics Team,66,48,Closed,Automation
1740,Finance,Integration Error,Low,2025-02-24,IT Support,40,8,Open,User Access
1741,Customer Support,Workflow Delay,Critical,2025-03-24,Process Team,16,24,Closed,Automation
1742,Compliance,Access Issue,High,2025-04-04,Process Team,24,24,Closed,User Access
1743,Customer Support,Integration Error,Critical,2025-02-22,IT Support,31,8,Closed,Process
1744,Customer Support,Reporting Failure,Low,2025-03-25,Process Team,66,24,Open,Reporting
1745,Compliance,Data Error,Critical,2025-04-04,Process Team,9,36,Open,Process
1746,Engineering,Reporting Failure,Medium,2025-03-21,DevOps,30,48,Open,User Access
1747,HR,Access Issue,Medium,2025-04-01,Process Team,69,8,Open,Process
1748,Engineering,Integration Error,Medium,2025-04-21,DevOps,31,8,Closed,Reporting
1749,Operations,Integration Error,Medium,2025-04-26,Process Team,45,48,Open,System
1750,Compliance,System Bug,Critical,2025-03-17,Process Team,12,36,Closed,Automation
1751,Marketing,Data Error,Low,2025-03-08,DevOps,71,36,Closed,User Access
1752,Customer Support,Permission Issue,Low,2025-03-21,DevOps,41,24,Closed,System
1753,Compliance,Permission Issue,Critical,2025-04-30,DataOps,31,24,Closed,System
1754,Sales,Permission Issue,Critical,2025-01-03,IT Support,33,8,Open,Reporting
1755,Customer Support,Access Issue,Low,2025-04-07,DataOps,27,48,Closed,Process
1756,Marketing,Integration Error,Medium,2025-02-20,DataOps,49,48,Closed,Process
1757,Engineering,Integration Error,Critical,2025-03-30,Process Team,51,12,Closed,Automation
1758,Operations,Workflow Delay,Low,2025-04-30,Process Team,70,8,Closed,Process
1759,Customer Support,System Bug,Critical,2025-04-07,DataOps,28,36,Open,System
1760,HR,System Bug,Low,2025-01-10,Process Team,37,48,Closed,Process
1761,Compliance,Data Error,Critical,2025-01-14,Process Team,6,36,Closed,User Access
1762,Customer Support,Reporting Failure,Medium,2025-01-04,DataOps,55,24,Closed,Process
1763,HR,Permission Issue,High,2025-01-20,DataOps,44,24,Open,System
1764,Sales,Workflow Delay,High,2025-03-29,IT Support,17,48,Open,Reporting
1765,Engineering,Integration Error,Low,2025-01-15,Analytics Team,9,24,Closed,User Access
1766,Compliance,Workflow Delay,Medium,2025-01-30,DataOps,10,48,Closed,Process
1767,Compliance,System Bug,Low,2025-04-29,DataOps,39,12,Closed,User Access
1768,Compliance,System Bug,Low,2025-03-15,Process Team,17,36,Open,Automation
1769,Marketing,System Bug,Critical,2025-03-23,IT Support,49,8,Closed,User Access
1770,Customer Support,Permission Issue,Critical,2025-01-12,DataOps,43,36,Closed,Reporting
1771,HR,Workflow Delay,Medium,2025-03-09,Process Team,16,48,Open,User Access
1772,Compliance,Integration Error,Low,2025-02-16,DataOps,21,24,Closed,Automation
1773,HR,Workflow Delay,High,2025-01-31,DevOps,37,48,Closed,Reporting
1774,Finance,Access Issue,Critical,2025-04-11,Analytics Team,60,12,Open,User Access
1775,Customer Support,Data Error,Critical,2025-04-26,IT Support,62,36,Closed,System
1776,HR,Access Issue,Low,2025-04-01,Process Team,49,12,Open,System
1777,Finance,Integration Error,Medium,2025-01-18,Analytics Team,69,48,Closed,System
1778,Operations,Workflow Delay,Medium,2025-02-14,IT Support,45,48,Open,Process
1779,Customer Support,Integration Error,Medium,2025-01-12,DevOps,55,48,Closed,Process
1780,Operations,Reporting Failure,Critical,2025-04-16,DevOps,43,8,Closed,Automation
1781,Customer Support,Permission Issue,Critical,2025-02-02,Process Team,38,48,Closed,System
1782,Operations,Workflow Delay,Low,2025-04-11,DataOps,33,8,Closed,User Access
1783,Finance,Access Issue,Medium,2025-01-10,DevOps,32,36,Open,User Access
1784,HR,Permission Issue,Medium,2025-02-05,Analytics Team,39,12,Open,Automation
1785,Operations,Workflow Delay,Medium,2025-02-25,IT Support,21,48,Closed,Process
1786,Engineering,Workflow Delay,High,2025-01-26,Analytics Team,59,24,Closed,Automation
1787,Marketing,Reporting Failure,Medium,2025-01-22,DataOps,72,24,Closed,Process
1788,Compliance,System Bug,Medium,2025-04-08,DataOps,5,12,Closed,User Access
1789,Marketing,Permission Issue,Low,2025-04-03,DataOps,52,12,Closed,Automation
1790,HR,Reporting Failure,Low,2025-04-09,Process Team,35,12,Closed,System
1791,Customer Support,Permission Issue,Critical,2025-02-20,DataOps,30,24,Open,System
1792,Engineering,Integration Error,High,2025-04-06,IT Support,10,36,Open,User Access
1793,Marketing,Workflow Delay,High,2025-04-06,IT Support,62,12,Closed,User Access
1794,Engineering,Integration Error,Critical,2025-02-25,DataOps,45,8,Closed,User Access
1795,Finance,Reporting Failure,High,2025-04-25,DataOps,29,36,Open,User Access
1796,Customer Support,System Bug,Medium,2025-03-11,DataOps,24,48,Open,Reporting
1797,Sales,Reporting Failure,Medium,2025-02-02,DataOps,27,24,Closed,User Access
1798,Engineering,Data Error,Critical,2025-04-29,IT Support,36,36,Closed,Reporting
1799,Marketing,Permission Issue,Critical,2025-03-29,DataOps,8,24,Closed,System
1800,HR,Permission Issue,Low,2025-04-19,DataOps,42,8,Closed,Reporting
1801,Customer Support,Data Error,Medium,2025-03-17,DataOps,33,48,Closed,User Access
1802,Marketing,System Bug,High,2025-04-14,Process Team,4,48,Closed,System
1803,Sales,Integration Error,Medium,2025-03-03,DevOps,50,24,Closed,User Access
1804,Compliance,Data Error,Critical,2025-04-09,Process Team,46,36,Closed,User Access
1805,Marketing,Access Issue,Critical,2025-04-19,DevOps,67,48,Closed,User Access
1806,Customer Support,Permission Issue,High,2025-03-13,Process Team,36,12,Closed,Automation
1807,Customer Support,Permission Issue,Low,2025-03-17,DevOps,11,8,Closed,User Access
1808,Compliance,Access Issue,Low,2025-01-12,Analytics Team,3,48,Closed,Reporting
1809,Marketing,Permission Issue,Low,2025-02-28,Process Team,70,36,Closed,System
1810,HR,Data Error,Low,2025-01-01,IT Support,5,8,Closed,Reporting
1811,Compliance,Data Error,Medium,2025-02-21,DataOps,66,24,Open,Process
1812,Compliance,Reporting Failure,High,2025-04-03,Process Team,33,48,Open,Reporting
1813,Finance,Reporting Failure,Medium,2025-04-11,IT Support,19,24,Closed,System
1814,Finance,Integration Error,Critical,2025-04-24,DataOps,9,8,Closed,System
1815,Marketing,Access Issue,High,2025-02-17,DevOps,10,24,Closed,User Access
1816,Operations,System Bug,Low,2025-02-20,DevOps,15,12,Open,System
1817,Engineering,Reporting Failure,Critical,2025-01-13,Analytics Team,68,12,Open,Reporting
1818,Compliance,Reporting Failure,Low,2025-04-27,Analytics Team,12,48,Closed,System
1819,Customer Support,Integration Error,Low,2025-04-13,Process Team,25,12,Closed,User Access
1820,Marketing,Integration Error,High,2025-03-06,IT Support,70,24,Closed,System
1821,Compliance,Permission Issue,High,2025-02-02,DataOps,70,36,Closed,Process
1822,Engineering,Permission Issue,Low,2025-04-06,DevOps,35,36,Closed,User Access
1823,Marketing,Permission Issue,High,2025-01-29,IT Support,33,12,Closed,User Access
1824,Finance,Access Issue,Critical,2025-02-08,IT Support,31,8,Closed,Process
1825,Sales,Data Error,Low,2025-02-06,DataOps,4,8,Open,Process
1826,Engineering,System Bug,Medium,2025-02-08,DevOps,69,8,Closed,Reporting
1827,Customer Support,System Bug,Low,2025-02-19,DataOps,26,12,Open,Automation
1828,Customer Support,Workflow Delay,High,2025-02-11,DevOps,21,48,Open,System
1829,Marketing,Reporting Failure,High,2025-01-16,DevOps,72,48,Open,Process
1830,Operations,Integration Error,Low,2025-01-29,DevOps,2,24,Closed,User Access
1831,Customer Support,Integration Error,High,2025-01-14,Analytics Team,37,8,Closed,Automation
1832,Finance,Integration Error,High,2025-02-02,Process Team,68,36,Open,Automation
1833,Operations,Access Issue,Low,2025-03-09,DataOps,68,24,Closed,User Access
1834,Engineering,Data Error,Medium,2025-03-31,Process Team,72,36,Open,Reporting
1835,Finance,System Bug,High,2025-03-12,DevOps,43,12,Closed,Automation
1836,Sales,System Bug,High,2025-02-19,Process Team,68,12,Open,Automation
1837,Customer Support,Workflow Delay,Critical,2025-03-11,DataOps,53,8,Closed,Automation
1838,HR,Access Issue,High,2025-03-22,Process Team,32,36,Open,Reporting
1839,Marketing,Data Error,High,2025-02-01,Process Team,10,12,Closed,Process
1840,Marketing,Integration Error,Critical,2025-02-10,DataOps,42,24,Open,Reporting
1841,HR,Workflow Delay,Critical,2025-03-26,DataOps,9,8,Closed,Reporting
1842,Customer Support,Data Error,High,2025-04-10,Process Team,24,8,Closed,User Access
1843,Operations,Access Issue,Critical,2025-04-06,Analytics Team,35,36,Closed,Automation
1844,Customer Support,System Bug,Low,2025-03-11,DevOps,49,8,Closed,User Access
1845,Customer Support,System Bug,Medium,2025-04-09,Process Team,54,48,Closed,System
1846,Compliance,System Bug,High,2025-02-10,IT Support,58,48,Open,User Access
1847,Operations,Access Issue,High,2025-04-18,DevOps,58,12,Closed,Automation
1848,HR,Workflow Delay,Medium,2025-03-21,Analytics Team,9,36,Closed,System
1849,Customer Support,Data Error,Medium,2025-02-13,IT Support,58,48,Closed,Process
1850,Engineering,Permission Issue,Low,2025-01-31,DevOps,16,48,Closed,System
1851,Customer Support,Permission Issue,High,2025-01-31,DevOps,52,24,Closed,Reporting
1852,Compliance,Data Error,High,2025-02-27,DevOps,56,36,Closed,Process
1853,Sales,System Bug,Medium,2025-03-17,DevOps,14,8,Closed,System
1854,Compliance,System Bug,Medium,2025-01-16,DataOps,47,12,Open,System
1855,HR,Integration Error,Low,2025-02-22,Process Team,64,12,Open,Process
1856,HR,System Bug,High,2025-03-20,IT Support,2,48,Closed,Reporting
1857,HR,Access Issue,Low,2025-01-03,IT Support,33,24,Closed,System
1858,Sales,Integration Error,Medium,2025-04-25,IT Support,38,36,Closed,Reporting
1859,Finance,Access Issue,High,2025-02-05,Analytics Team,29,8,Closed,Reporting
1860,Operations,Access Issue,Critical,2025-01-06,Analytics Team,54,8,Open,Reporting
1861,Finance,Workflow Delay,Medium,2025-01-10,IT Support,65,48,Open,Process
1862,Compliance,Permission Issue,Medium,2025-03-26,Analytics Team,55,24,Closed,User Access
1863,Marketing,Permission Issue,Medium,2025-04-27,IT Support,41,48,Closed,Reporting
1864,Marketing,System Bug,Critical,2025-04-25,IT Support,2,36,Closed,User Access
1865,Sales,Reporting Failure,High,2025-02-19,Process Team,28,24,Closed,Reporting
1866,Sales,Permission Issue,Critical,2025-04-29,DevOps,68,24,Closed,Process
1867,Engineering,Workflow Delay,High,2025-01-03,Process Team,17,8,Closed,Process
1868,Operations,Reporting Failure,High,2025-03-15,Analytics Team,61,24,Closed,Process
1869,Operations,System Bug,Low,2025-01-11,DataOps,34,24,Closed,Reporting
1870,Finance,Integration Error,High,2025-03-22,Process Team,60,12,Open,System
1871,HR,Access Issue,Low,2025-04-24,DataOps,29,12,Closed,System
1872,Engineering,Integration Error,Medium,2025-02-07,Process Team,68,36,Closed,User Access
1873,HR,Access Issue,Medium,2025-01-21,Process Team,62,36,Closed,Process
1874,Operations,Reporting Failure,Low,2025-04-26,Analytics Team,72,48,Closed,System
1875,Sales,Reporting Failure,High,2025-03-25,Analytics Team,11,36,Closed,Process
1876,Finance,Permission Issue,High,2025-04-19,Analytics Team,52,24,Open,Automation
1877,Compliance,System Bug,Medium,2025-03-13,Process Team,1,12,Closed,Automation
1878,Engineering,Integration Error,Low,2025-01-30,Analytics Team,71,8,Closed,Process
1879,Engineering,System Bug,Critical,2025-02-26,Process Team,71,48,Closed,Process
1880,Engineering,Reporting Failure,High,2025-03-07,Analytics Team,20,36,Closed,Reporting
1881,Customer Support,Data Error,Low,2025-02-02,DataOps,23,36,Open,System
1882,Engineering,Permission Issue,Medium,2025-04-25,DevOps,55,36,Closed,User Access
1883,Sales,Permission Issue,Critical,2025-02-25,Analytics Team,37,8,Closed,User Access
1884,Finance,Access Issue,Medium,2025-01-12,Process Team,23,8,Closed,Process
1885,Compliance,Reporting Failure,High,2025-03-30,DevOps,21,12,Closed,User Access
1886,Marketing,System Bug,Medium,2025-03-29,DevOps,15,36,Closed,Process
1887,Customer Support,Workflow Delay,Low,2025-05-01,IT Support,43,48,Open,System
1888,Sales,Workflow Delay,Low,2025-03-29,IT Support,26,48,Closed,Automation
1889,Compliance,Integration Error,Medium,2025-04-13,Process Team,39,8,Closed,User Access
1890,Marketing,Permission Issue,Medium,2025-02-08,IT Support,31,48,Open,Automation
1891,Finance,Access Issue,Critical,2025-01-23,DataOps,40,8,Open,System
1892,Compliance,Integration Error,High,2025-01-05,IT Support,24,24,Open,System
1893,Finance,System Bug,Critical,2025-01-10,Process Team,49,24,Open,Process
1894,Compliance,System Bug,Low,2025-03-18,DataOps,38,8,Closed,Reporting
1895,Marketing,Access Issue,High,2025-04-17,Process Team,25,48,Closed,Automation
1896,Customer Support,System Bug,High,2025-02-03,DataOps,7,8,Closed,Automation
1897,Finance,Permission Issue,Low,2025-02-24,IT Support,3,36,Open,Automation
1898,Compliance,System Bug,Critical,2025-02-27,DataOps,39,48,Closed,Process
1899,Engineering,Access Issue,High,2025-03-10,Process Team,6,8,Closed,Process
1900,Marketing,Integration Error,Low,2025-03-17,DataOps,72,48,Closed,Reporting
1901,Sales,Permission Issue,Medium,2025-04-08,IT Support,44,36,Open,User Access
1902,Customer Support,Access Issue,Low,2025-02-20,IT Support,65,12,Closed,Automation
1903,Operations,Reporting Failure,High,2025-01-13,DevOps,49,12,Open,System
1904,Finance,Reporting Failure,Low,2025-04-16,IT Support,70,24,Closed,Automation
1905,Marketing,Integration Error,Low,2025-01-11,Analytics Team,52,8,Closed,Reporting
1906,Customer Support,System Bug,Low,2025-02-17,DataOps,36,12,Open,Reporting
1907,Finance,Integration Error,High,2025-01-01,DataOps,42,12,Closed,Reporting
1908,Engineering,Reporting Failure,Low,2025-04-18,Analytics Team,31,24,Closed,Reporting
1909,Compliance,Workflow Delay,Low,2025-04-19,Analytics Team,6,12,Closed,System
1910,Sales,Integration Error,Low,2025-04-29,IT Support,50,8,Closed,Automation
1911,Operations,Permission Issue,Low,2025-01-22,DataOps,37,36,Open,User Access
1912,Operations,Integration Error,High,2025-01-13,Process Team,27,48,Closed,Automation
1913,Sales,System Bug,Low,2025-02-24,Process Team,9,12,Closed,Process
1914,Operations,Integration Error,Low,2025-04-23,Analytics Team,26,12,Closed,User Access
1915,Marketing,System Bug,High,2025-02-13,DataOps,13,12,Closed,Process
1916,HR,Reporting Failure,Low,2025-04-08,Process Team,2,48,Closed,Reporting
1917,Compliance,Access Issue,High,2025-01-12,IT Support,34,48,Closed,System
1918,Customer Support,Workflow Delay,High,2025-01-17,IT Support,50,12,Closed,Process
1919,Finance,Reporting Failure,Medium,2025-01-24,DevOps,29,48,Open,Process
1920,Finance,Reporting Failure,High,2025-04-29,DevOps,24,48,Closed,User Access
1921,Marketing,Workflow Delay,Critical,2025-01-27,DevOps,57,12,Open,User Access
1922,Sales,Permission Issue,High,2025-03-06,Analytics Team,43,48,Closed,Automation
1923,Sales,Workflow Delay,Critical,2025-01-31,DataOps,71,36,Closed,System
1924,HR,Access Issue,Critical,2025-03-14,Process Team,68,24,Closed,User Access
1925,HR,Reporting Failure,Critical,2025-04-26,IT Support,24,8,Open,Process
1926,Operations,Data Error,Low,2025-03-24,Process Team,29,36,Closed,Process
1927,Operations,Integration Error,High,2025-04-12,DataOps,37,8,Closed,Process
1928,HR,Access Issue,Medium,2025-04-16,Analytics Team,60,8,Closed,Reporting
1929,Marketing,System Bug,Critical,2025-01-01,Analytics Team,30,24,Open,System
1930,Customer Support,Permission Issue,Medium,2025-03-12,IT Support,30,36,Closed,Reporting
1931,Compliance,Access Issue,High,2025-04-22,DataOps,71,36,Closed,Process
1932,Sales,System Bug,Critical,2025-04-04,Analytics Team,18,36,Closed,Automation
1933,Finance,Data Error,High,2025-03-18,Process Team,51,12,Closed,Process
1934,Engineering,Access Issue,Critical,2025-02-13,Process Team,55,36,Closed,System
1935,Marketing,Integration Error,Critical,2025-01-19,DataOps,5,12,Open,Automation
1936,Marketing,Data Error,Low,2025-03-21,IT Support,21,8,Closed,Reporting
1937,Finance,Reporting Failure,Low,2025-03-23,Process Team,29,12,Closed,Reporting
1938,Sales,Access Issue,Critical,2025-03-27,IT Support,46,24,Closed,System
1939,Customer Support,System Bug,Low,2025-04-25,Process Team,23,8,Closed,User Access
1940,Engineering,Data Error,High,2025-03-01,DevOps,59,48,Open,User Access
1941,Engineering,Access Issue,Medium,2025-02-23,Process Team,19,48,Closed,System
1942,Customer Support,Workflow Delay,Low,2025-03-20,DevOps,59,12,Closed,System
1943,Engineering,Integration Error,High,2025-02-25,Process Team,35,12,Open,Reporting
1944,Customer Support,Permission Issue,High,2025-03-05,Process Team,26,24,Closed,User Access
1945,Finance,Reporting Failure,Critical,2025-01-04,DataOps,27,36,Closed,Reporting
1946,Finance,System Bug,Medium,2025-04-27,DataOps,47,12,Closed,Automation
1947,Sales,Access Issue,Critical,2025-05-01,IT Support,43,48,Closed,Automation
1948,Compliance,System Bug,Medium,2025-03-24,DevOps,47,8,Closed,System
1949,Marketing,Access Issue,Medium,2025-02-09,IT Support,39,24,Open,Automation
1950,Customer Support,Data Error,Medium,2025-03-26,Analytics Team,5,12,Closed,User Access
1951,Engineering,Workflow Delay,Medium,2025-03-07,DataOps,47,48,Closed,Process
1952,Marketing,Access Issue,Low,2025-03-19,Process Team,46,48,Closed,User Access
1953,Compliance,Workflow Delay,Critical,2025-04-30,IT Support,8,12,Closed,User Access
1954,Engineering,Data Error,Medium,2025-04-05,Analytics Team,72,36,Closed,System
1955,Engineering,Reporting Failure,Low,2025-01-21,Process Team,46,12,Open,Reporting
1956,Marketing,Workflow Delay,Medium,2025-03-14,Analytics Team,43,8,Open,Automation
1957,Marketing,Integration Error,Critical,2025-03-31,DataOps,39,12,Closed,Process
1958,Engineering,Permission Issue,High,2025-04-22,DataOps,12,48,Closed,User Access
1959,HR,Permission Issue,Low,2025-01-21,IT Support,1,48,Closed,Reporting
1960,Finance,Permission Issue,High,2025-02-26,DevOps,51,24,Closed,System
1961,Operations,Access Issue,High,2025-04-29,DataOps,64,24,Open,Process
1962,Marketing,Access Issue,High,2025-02-23,Analytics Team,8,12,Closed,Reporting
1963,Engineering,Reporting Failure,Medium,2025-03-15,DevOps,18,48,Closed,Automation
1964,Finance,Data Error,Critical,2025-01-14,Analytics Team,5,24,Closed,Reporting
1965,Operations,Reporting Failure,Low,2025-02-18,DataOps,21,12,Open,Process
1966,Finance,Integration Error,Medium,2025-03-29,DevOps,13,8,Closed,Automation
1967,Sales,Access Issue,Critical,2025-02-13,DataOps,59,8,Closed,Reporting
1968,Customer Support,Access Issue,Critical,2025-03-08,Process Team,72,12,Closed,Reporting
1969,Compliance,Integration Error,Critical,2025-03-03,Analytics Team,24,48,Open,Reporting
1970,Sales,Permission Issue,High,2025-02-19,Process Team,67,8,Closed,User Access
1971,Marketing,Permission Issue,Medium,2025-03-01,Analytics Team,56,8,Closed,Automation
1972,Engineering,Permission Issue,High,2025-02-09,IT Support,69,12,Closed,Reporting
1973,Engineering,Reporting Failure,High,2025-01-24,Process Team,39,12,Closed,System
1974,Marketing,Permission Issue,Low,2025-04-25,DevOps,24,8,Closed,Automation
1975,Marketing,Permission Issue,High,2025-03-06,DevOps,67,12,Closed,System
1976,Finance,Access Issue,Medium,2025-03-20,IT Support,11,8,Closed,User Access
1977,Finance,Access Issue,Medium,2025-01-07,Analytics Team,30,24,Open,User Access
1978,Compliance,Reporting Failure,Medium,2025-04-02,DevOps,6,48,Closed,System
1979,Sales,System Bug,Critical,2025-01-17,DataOps,58,12,Closed,User Access
1980,Customer Support,Workflow Delay,Critical,2025-04-14,Process Team,1,24,Closed,System
1981,Marketing,Data Error,Low,2025-03-18,Process Team,70,48,Closed,Automation
1982,Sales,Access Issue,Critical,2025-01-31,Analytics Team,44,24,Closed,Process
1983,Compliance,Reporting Failure,High,2025-02-20,DevOps,11,8,Closed,Reporting
1984,Compliance,Access Issue,Low,2025-04-24,Analytics Team,58,48,Closed,System
1985,Sales,Reporting Failure,High,2025-02-17,IT Support,72,12,Closed,User Access
1986,Customer Support,Integration Error,Critical,2025-03-03,IT Support,68,48,Closed,Automation
1987,Engineering,System Bug,Medium,2025-02-26,Process Team,1,12,Open,Reporting
1988,Operations,Workflow Delay,High,2025-03-18,DataOps,22,12,Closed,User Access
1989,HR,Permission Issue,Low,2025-03-08,DataOps,27,12,Closed,Automation
1990,Finance,Reporting Failure,Medium,2025-03-19,IT Support,24,48,Closed,Automation
1991,Customer Support,Data Error,Medium,2025-02-28,DevOps,24,8,Closed,Reporting
1992,Sales,Permission Issue,Low,2025-03-22,Analytics Team,55,36,Closed,Process
1993,Finance,Access Issue,Low,2025-01-31,DataOps,54,48,Open,Process
1994,HR,System Bug,Medium,2025-03-14,DataOps,26,24,Closed,System
1995,Finance,Data Error,Medium,2025-01-01,DataOps,15,36,Closed,Process
1996,Marketing,Data Error,Medium,2025-04-22,Process Team,60,24,Closed,User Access
1997,Finance,Data Error,Low,2025-04-08,DevOps,19,24,Closed,User Access
1998,Sales,System Bug,Low,2025-01-05,DevOps,36,36,Closed,System
1999,Customer Support,Permission Issue,Low,2025-02-25,Analytics Team,2,8,Closed,User Access
2000,Marketing,Access Issue,Critical,2025-04-19,Process Team,35,36,Closed,System
2001,Customer Support,Workflow Delay,Low,2025-03-12,DevOps,53,8,Open,Reporting
2002,Customer Support,Reporting Failure,High,2025-04-12,DataOps,12,48,Closed,User Access
2003,Marketing,Reporting Failure,Medium,2025-04-05,IT Support,4,24,Closed,Reporting
2004,Engineering,Permission Issue,Medium,2025-02-25,DataOps,34,8,Closed,System
2005,Engineering,Reporting Failure,Critical,2025-04-21,Process Team,47,36,Closed,System
2006,Sales,Data Error,Medium,2025-04-03,DevOps,39,48,Open,System
2007,Customer Support,System Bug,Medium,2025-03-10,DataOps,51,24,Closed,Automation
2008,Engineering,Data Error,Critical,2025-02-18,Process Team,69,12,Closed,Reporting
2009,Marketing,Data Error,Low,2025-01-12,Process Team,55,8,Open,Automation
2010,Operations,Data Error,Medium,2025-01-17,DevOps,65,8,Closed,User Access
2011,Finance,Reporting Failure,Low,2025-03-09,Analytics Team,41,8,Closed,Process
2012,Marketing,Reporting Failure,Low,2025-04-07,Analytics Team,37,36,Closed,Process
2013,Engineering,Access Issue,Low,2025-03-12,Process Team,46,12,Closed,Reporting
2014,Finance,Access Issue,Critical,2025-02-02,DevOps,39,12,Closed,User Access
2015,Finance,Permission Issue,High,2025-03-23,Analytics Team,48,8,Closed,Reporting
2016,HR,System Bug,Medium,2025-02-25,DevOps,65,36,Open,System
2017,Engineering,Reporting Failure,Critical,2025-01-25,DevOps,54,36,Closed,Reporting
2018,Compliance,Integration Error,High,2025-01-16,DataOps,19,48,Closed,Process
2019,Operations,Integration Error,High,2025-02-22,IT Support,14,48,Closed,User Access
